file	line	flags
analysis/biolip_bayesian_ranking_revision/scripts/08_evaluate_heldout_rankings.py	21	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/08_validate_heldout_rankings.py	19	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/08a_prepare_heldout_splits.py	21	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/08a_validate_heldout_splits.py	16	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09_validate_unlabelled_rankings.py	15	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09a_prepare_unlabelled_universe.py	22	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09b_fetch_candidate_assets.py	25	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09b_fetch_candidate_assets.py	42	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09b_fetch_candidate_assets.py	104	network_capable_code
analysis/biolip_bayesian_ranking_revision/scripts/09c_compute_candidate_geometry.py	30	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09d_compute_candidate_descriptors.py	17	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/09e_score_unlabelled_rankings.py	27	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/10_filter_ranked_candidates.py	23	environment_specific_path
analysis/biolip_bayesian_ranking_revision/scripts/10_validate_candidate_filtering.py	14	environment_specific_path
analysis/biolip_consensus60_pipeline_v2/scripts/run_local.sh	3	environment_specific_path
analysis/biolip_consensus60_pipeline_v2/scripts/run_local.sh	4	environment_specific_path
